"city","city_code","distance_bin","r_mid_km","f_r","p_r","pi_r"
"London","LDN","[64.0, 64.5)","64.25","3355","16","209.6875"
"London","LDN","[64.5, 65.0)","64.75","3728","22","169.454545454545"
"London","LDN","[65.0, 65.5)","65.25","2419","20","120.95"
"London","LDN","[65.5, 66.0)","65.75","1447","12","120.583333333333"
"London","LDN","[66.0, 66.5)","66.25","14590","27","540.37037037037"
"London","LDN","[66.5, 67.0)","66.75","2156","18","119.777777777778"
"London","LDN","[67.0, 67.5)","67.25","1820","12","151.666666666667"
"London","LDN","[67.5, 68.0)","67.75","9757","16","609.8125"
"London","LDN","[68.0, 68.5)","68.25","2728","14","194.857142857143"
"London","LDN","[68.5, 69.0)","68.75","1195","10","119.5"
"London","LDN","[69.0, 69.5)","69.25","5406","6","901"
"London","LDN","[69.5, 70.0)","69.75","1291","8","161.375"
"London","LDN","[70.0, 70.5)","70.25","911","8","113.875"
"London","LDN","[70.5, 71.0)","70.75","1290","11","117.272727272727"
"London","LDN","[71.0, 71.5)","71.25","802","4","200.5"
"London","LDN","[71.5, 72.0)","71.75","1783","14","127.357142857143"
"London","LDN","[72.0, 72.5)","72.25","8044","6","1340.66666666667"
"London","LDN","[72.5, 73.0)","72.75","2384","6","397.333333333333"
"London","LDN","[73.0, 73.5)","73.25","1622","6","270.333333333333"
"London","LDN","[73.5, 74.0)","73.75","433","5","86.6"
"London","LDN","[74.5, 75.0)","74.75","1507","12","125.583333333333"
"London","LDN","[75.0, 75.5)","75.25","260","4","65"
"London","LDN","[75.5, 76.0)","75.75","5761","10","576.1"
"London","LDN","[76.5, 77.0)","76.75","302","2","151"
"London","LDN","[77.0, 77.5)","77.25","1106","4","276.5"
"London","LDN","[77.5, 78.0)","77.75","7","1","7"
"London","LDN","[78.0, 78.5)","78.25","376","4","94"
"London","LDN","[79.0, 79.5)","79.25","183","2","91.5"
"London","LDN","[79.5, 80.0)","79.75","371","2","185.5"
"London","LDN","[80.5, 81.0)","80.75","1606","2","803"
"London","LDN","[81.5, 82.0)","81.75","255","4","63.75"
"London","LDN","[82.5, 83.0)","82.75","401","2","200.5"
"London","LDN","[83.0, 83.5)","83.25","93","4","23.25"
"London","LDN","[84.0, 84.5)","84.25","109","4","27.25"
"London","LDN","[84.5, 85.0)","84.75","358","2","179"
"London","LDN","[85.0, 85.5)","85.25","131","2","65.5"
"London","LDN","[89.5, 90.0)","89.75","467","2","233.5"
"London","LDN","[92.0, 92.5)","92.25","470","2","235"
"NYC","NYC","[0.0, 0.5)","0.25","868195.35","222","3910.78986486486"
"NYC","NYC","[0.5, 1.0)","0.75","7071569.6","1074","6584.32923649907"
"NYC","NYC","[1.0, 1.5)","1.25","11602205.75","1807","6420.70047039292"
"NYC","NYC","[1.5, 2.0)","1.75","11611133.42","2270","5115.03674889868"
"NYC","NYC","[2.0, 2.5)","2.25","15262610.39","2666","5724.91012378095"
"NYC","NYC","[2.5, 3.0)","2.75","13928281.91","3015","4619.66232504146"
"NYC","NYC","[3.0, 3.5)","3.25","12494356.13","3228","3870.61837980174"
"NYC","NYC","[3.5, 4.0)","3.75","13781252.9","3638","3788.13988455195"
"NYC","NYC","[4.0, 4.5)","4.25","13226608.34","3985","3319.09870514429"
"NYC","NYC","[4.5, 5.0)","4.75","12530219.43","4181","2996.94317866539"
"NYC","NYC","[5.0, 5.5)","5.25","12224574.81","4524","2702.16065649867"
"NYC","NYC","[5.5, 6.0)","5.75","11018542.31","4534","2430.20342082047"
"NYC","NYC","[6.0, 6.5)","6.25","9638635.61","4447","2167.44673038003"
"NYC","NYC","[6.5, 7.0)","6.75","9582737.9","4665","2054.17747052519"
"NYC","NYC","[7.0, 7.5)","7.25","8690846.78","4717","1842.45214755141"
"NYC","NYC","[7.5, 8.0)","7.75","8780891.43","4848","1811.23998143564"
"NYC","NYC","[8.0, 8.5)","8.25","8092700.95","4944","1636.87316949838"
"NYC","NYC","[8.5, 9.0)","8.75","8175575.57","4828","1693.36693661972"
"NYC","NYC","[9.0, 9.5)","9.25","7522408.96","5006","1502.67857770675"
"NYC","NYC","[9.5, 10.0)","9.75","6992169.48","4839","1444.96166150031"
"NYC","NYC","[10.0, 10.5)","10.25","6025434.76","4988","1207.98611868484"
"NYC","NYC","[10.5, 11.0)","10.75","5801037.56","4659","1245.12503970809"
"NYC","NYC","[11.0, 11.5)","11.25","5165611.64","4740","1089.79148523207"
"NYC","NYC","[11.5, 12.0)","11.75","4866405.28","4785","1017.01259770115"
"NYC","NYC","[12.0, 12.5)","12.25","4879901.46","4602","1060.38710560626"
"NYC","NYC","[12.5, 13.0)","12.75","5053400.93","4510","1120.48801108647"
"NYC","NYC","[13.0, 13.5)","13.25","4417001.54","4332","1019.62177746999"
"NYC","NYC","[13.5, 14.0)","13.75","4043128.48","4078","991.448867091712"
"NYC","NYC","[14.0, 14.5)","14.25","3382383.07","4138","817.395618656356"
"NYC","NYC","[14.5, 15.0)","14.75","3048265.57","4096","744.205461425781"
"NYC","NYC","[15.0, 15.5)","15.25","3054318.62","4100","744.95576097561"
"NYC","NYC","[15.5, 16.0)","15.75","3113418.75","3814","816.313253801783"
"NYC","NYC","[16.0, 16.5)","16.25","2944974.24","3793","776.423474822041"
"NYC","NYC","[16.5, 17.0)","16.75","2633146.43","3610","729.403443213296"
"NYC","NYC","[17.0, 17.5)","17.25","2132809.32","3358","635.142739726027"
"NYC","NYC","[17.5, 18.0)","17.75","1793954.38","3157","568.246556857776"
"NYC","NYC","[18.0, 18.5)","18.25","1336400.77","3029","441.201970947507"
"NYC","NYC","[18.5, 19.0)","18.75","1064986.77","2808","379.268792735043"
"NYC","NYC","[19.0, 19.5)","19.25","1072604.1","2651","404.603583553376"
"NYC","NYC","[19.5, 20.0)","19.75","809799.41","2456","329.722886807818"
"NYC","NYC","[20.0, 20.5)","20.25","667678.12","2279","292.969776217639"
"NYC","NYC","[20.5, 21.0)","20.75","598973.51","2148","278.851727188082"
"NYC","NYC","[21.0, 21.5)","21.25","468364.73","2016","232.323774801587"
"NYC","NYC","[21.5, 22.0)","21.75","420729.8","1832","229.656004366812"
"NYC","NYC","[22.0, 22.5)","22.25","332137.42","1648","201.539696601942"
"NYC","NYC","[22.5, 23.0)","22.75","249935.88","1467","170.372106339468"
"NYC","NYC","[23.0, 23.5)","23.25","259976.4","1424","182.567696629213"
"NYC","NYC","[23.5, 24.0)","23.75","190893.04","1242","153.698099838969"
"NYC","NYC","[24.0, 24.5)","24.25","201439.75","1202","167.587146422629"
"NYC","NYC","[24.5, 25.0)","24.75","181603.34","1079","168.307080630213"
"NYC","NYC","[25.0, 25.5)","25.25","141372.75","1019","138.73675171737"
"NYC","NYC","[25.5, 26.0)","25.75","157415.98","940","167.463808510638"
"NYC","NYC","[26.0, 26.5)","26.25","93616.45","865","108.22710982659"
"NYC","NYC","[26.5, 27.0)","26.75","74508.89","856","87.0430957943925"
"NYC","NYC","[27.0, 27.5)","27.25","65750.14","801","82.0850686641698"
"NYC","NYC","[27.5, 28.0)","27.75","59726.07","752","79.4229654255319"
"NYC","NYC","[28.0, 28.5)","28.25","51216.31","641","79.900639625585"
"NYC","NYC","[28.5, 29.0)","28.75","43968.56","630","69.7913650793651"
"NYC","NYC","[29.0, 29.5)","29.25","36342.24","562","64.6659074733096"
"NYC","NYC","[29.5, 30.0)","29.75","25346.69","494","51.3090890688259"
"NYC","NYC","[30.0, 30.5)","30.25","35086.83","486","72.1951234567901"
"NYC","NYC","[30.5, 31.0)","30.75","22098.66","409","54.0309535452323"
"NYC","NYC","[31.0, 31.5)","31.25","37725.98","390","96.733282051282"
"NYC","NYC","[31.5, 32.0)","31.75","17675.68","354","49.9312994350283"
"NYC","NYC","[32.0, 32.5)","32.25","18599.51","322","57.7624534161491"
"NYC","NYC","[32.5, 33.0)","32.75","11751.63","274","42.8891605839416"
"NYC","NYC","[33.0, 33.5)","33.25","9093.04","214","42.4908411214953"
